Date,Asset_A,Asset_B,Asset_C,Asset_D,Asset_E,Asset_F
16-07-2021,89.43200396,163.0490336,63.74162466,202.1705301,148.2837057,66.96572273
19-07-2021,90.28297901,,62.28230908,202.8696928,152.4666293,65.86775243
20-07-2021,,156.2468158,63.62017333,200.2565665,148.8027749,66.38063826
21-07-2021,87.30452039,157.7523873,62.48312378,197.3285259,148.2845609,68.29295579
22-07-2021,89.13090291,158.6800987,61.86758898,197.1989259,148.5907474,69.62115236
26-07-2021,88.02062895,154.7634394,61.36240035,197.7971586,152.3899972,70.41537604
27-07-2021,88.84885945,158.2700596,60.0066555,,154.5613763,71.505954
28-07-2021,86.58289316,162.3876744,60.08398209,197.340517,150.808047,72.24716988
29-07-2021,89.35525315,160.6885174,60.32483222,203.6576807,150.9224721,72.79252789
30-07-2021,89.01853534,163.6288327,60.20169687,198.4919116,151.0908869,73.83195187
02-08-2021,89.21702994,162.3533513,58.85897541,200.3842674,150.694262,72.37558366
03-08-2021,89.52800054,162.9243071,60.65716381,200.3462707,152.2158425,72.65005211
04-08-2021,90.41553664,161.012157,61.20541128,201.8608551,149.1202892,72.61995878
05-08-2021,88.42750696,166.488788,63.67280526,200.7181772,148.3255469,
06-08-2021,88.49117061,165.8827258,62.95479005,200.4389987,149.5095231,72.31864541
09-08-2021,87.68753517,166.3300676,63.909703,200.988704,151.1531763,72.94111496
10-08-2021,85.53538857,164.7467615,64.7078782,200.2401199,151.6128772,72.10455914
11-08-2021,86.8703251,169.4782447,64.47760703,195.8332114,151.078308,71.58484217
12-08-2021,86.48092063,174.4099294,65.8939069,195.302753,150.9273628,70.93999169
13-08-2021,86.86470622,178.816211,65.54591128,191.3094944,152.7243201,
16-08-2021,87.16853127,181.5246695,65.24352366,193.3369726,152.9241616,71.96095542
17-08-2021,86.80043739,179.9686685,61.8983937,188.0814595,150.656646,71.52109516
18-08-2021,,182.3474496,62.32768511,191.133987,147.9896522,71.17769052
19-08-2021,89.44951818,182.4740641,61.13830779,192.5184555,144.8012801,71.23877587
20-08-2021,87.43070653,186.2122513,60.68216601,193.9239999,148.0786706,73.02919323
23-08-2021,86.97556672,189.4781406,59.79661329,187.7834647,149.9906516,71.73308534
24-08-2021,87.69712161,187.7843986,59.51595949,187.0081083,149.8710614,72.51731806
26-08-2021,88.46788518,190.6044296,59.95984163,190.3936005,148.9708028,73.08860478
27-08-2021,87.0951543,192.706895,60.01783019,189.0648208,147.8074972,72.17905503
31-08-2021,88.37913176,184.8437902,60.70471142,186.1587183,150.3495728,73.82496119
01-09-2021,86.11282534,187.2123877,61.90572032,184.5298199,154.764814,74.48120653
02-09-2021,87.65958632,186.1495948,61.61278622,184.4884549,153.483223,73.97354266
03-09-2021,85.99491164,183.8244678,61.21978854,182.2800254,156.2269248,71.96951063
06-09-2021,85.7718685,181.6463484,62.14824263,185.7993529,156.4175519,72.27446003
07-09-2021,87.21013667,181.4231698,63.16472123,185.7677646,156.0442717,72.28377015
08-09-2021,87.43636718,182.8747173,63.91694124,184.3682757,159.6899675,71.22403992
09-09-2021,88.57745354,179.2753899,63.05516944,180.9168734,159.793369,70.16606263
10-09-2021,89.47030802,179.9293358,63.50537238,182.3762754,160.6315598,71.13629425
13-09-2021,91.268127,181.6299147,63.66045625,183.7851311,161.3582745,69.10638996
14-09-2021,92.79533006,186.8476131,64.7164517,181.7482159,157.5528025,69.48745927
15-09-2021,,183.9794363,64.21211113,175.7968823,158.3604445,69.34768145
16-09-2021,93.18749534,183.1617981,62.65823234,177.0206805,157.1505104,69.92030761
17-09-2021,91.12821217,184.0272274,63.35709419,176.6662761,153.9262067,69.66757541
20-09-2021,91.12196318,187.3417676,60.97641807,177.6981958,152.8553335,70.0297858
21-09-2021,92.31358979,186.6367334,60.35612319,183.0571501,151.7729904,69.30556418
22-09-2021,92.57278002,190.1417004,59.47806638,183.1299194,154.239034,69.30985602
23-09-2021,93.26703847,184.7682133,58.60677099,181.8649349,151.901257,69.8737789
24-09-2021,93.04328286,181.4423443,57.99518167,178.8805624,150.2230958,70.08780774
27-09-2021,94.69350239,182.5363809,59.10060483,178.185374,150.8736855,70.54370108
28-09-2021,94.65503442,178.819508,59.87531514,178.7571104,147.9939736,69.618251
29-09-2021,94.06990041,175.81229,59.69712858,179.0430523,146.6494333,69.05711965
30-09-2021,95.3960754,174.5610949,60.75999728,183.8149041,143.1053343,68.51846738
01-10-2021,93.46169113,176.7206923,,185.3380465,145.1946968,68.28911234
04-10-2021,94.23887184,171.8362256,58.81271318,185.111561,144.6545077,69.7353899
05-10-2021,92.84062396,172.412646,59.62162029,183.2977623,144.7356925,69.42069631
06-10-2021,94.69454932,175.2220168,60.18770662,184.1776083,146.8401718,
07-10-2021,94.39953709,174.8498141,59.8203238,181.8191915,145.3667727,68.89485845
08-10-2021,94.66619414,174.0223454,58.84932549,182.455098,144.8027779,70.34162647
11-10-2021,95.32777414,175.210321,60.18496849,183.9350294,142.6242317,69.06716437
12-10-2021,92.6447483,174.8455917,58.6802517,183.4849802,140.4738069,71.16626478
13-10-2021,91.81476506,178.6323095,58.20045913,181.8970468,138.6464192,71.66639631
14-10-2021,93.32541071,175.7972013,58.44656838,176.0800788,137.7331059,72.83515783
18-10-2021,94.61483895,175.8016556,60.07328087,179.2420457,137.0483061,74.49624187
19-10-2021,95.09221652,176.484697,60.46655079,180.4697652,137.751293,75.64268425
21-10-2021,93.24343806,175.6240145,60.95055952,181.7717208,136.0199997,75.57778026
22-10-2021,94.13694814,168.2005209,60.47875614,177.6599927,136.7809622,77.01870632
25-10-2021,95.21961661,167.929117,61.0428538,181.4792527,137.8854712,77.37445546
26-10-2021,95.36294672,170.3309492,61.1881138,180.358028,137.0281913,78.70198995
27-10-2021,97.18891487,172.4552551,59.77913706,179.7210161,135.4837646,80.18144037
28-10-2021,96.27033609,173.5109705,60.53797479,176.9821931,135.765054,78.93354062
29-10-2021,95.61108995,170.7924118,61.46758992,172.3799153,135.4604295,79.93714246
01-11-2021,92.1242325,171.9417836,62.2574777,175.5103681,136.0165322,79.78299338
02-11-2021,93.46900794,170.6003682,62.33840737,179.037944,139.3282622,80.01219871
03-11-2021,93.98382864,171.6414132,61.49417993,178.7366371,139.583171,80.22874302
04-11-2021,91.68805701,172.0915557,59.41335488,177.0581627,138.3564502,80.39758869
05-11-2021,89.34276957,169.7088398,59.60085179,176.198428,136.6182304,82.29922318
08-11-2021,88.24479523,167.5727422,60.61580249,175.4153626,134.9811309,80.67819888
09-11-2021,89.36593381,168.5991817,61.56947013,172.3985875,132.127428,78.65840804
10-11-2021,89.03479662,168.1748688,62.37240329,171.7807405,134.0817452,76.44029198
11-11-2021,88.03121387,166.1896954,62.35287046,172.3126647,129.6973817,77.72732971
12-11-2021,86.77309479,164.0221741,63.41985045,175.0821357,130.7507284,76.88775311
15-11-2021,85.47465002,163.4058669,64.3497394,175.2596099,129.1528291,77.10171612
16-11-2021,83.0638226,167.3801545,63.9932738,171.2557558,128.2634727,77.03072419
17-11-2021,81.62590996,166.1932332,64.69393425,172.300967,126.6383982,76.06817698
18-11-2021,80.38040704,166.2912385,64.22558981,171.7773515,129.4862387,77.10058634
19-11-2021,81.26775437,166.6778098,64.7972209,175.4458536,129.6215174,77.01485477
22-11-2021,81.13074947,163.9833971,63.58637146,179.348097,131.2619656,76.80182966
23-11-2021,80.19094931,159.7784549,62.47150034,183.4312818,133.9276208,
24-11-2021,83.03338498,157.4457516,63.51309427,182.0328349,134.3630305,78.02716447
25-11-2021,82.27292756,158.1552275,64.45711491,187.6117456,132.0608064,76.96719325
26-11-2021,83.77906051,158.4889296,65.12129218,,131.7293812,78.03655813
29-11-2021,85.88330804,160.2855757,65.25931887,193.5051247,130.3681266,79.79611105
01-12-2021,83.92951387,160.6464184,62.97073221,192.2010367,129.4878077,78.15296266
02-12-2021,84.08977262,160.510955,62.95038391,191.4939385,129.4076085,78.54173337
03-12-2021,83.50425513,159.1851049,63.42960929,192.4342523,129.2507232,78.24532997
06-12-2021,82.8208675,161.4246964,62.97158416,193.0265965,130.1531049,79.12859915
07-12-2021,83.57707604,159.3281605,62.34895811,196.814199,131.3452507,77.74781394
08-12-2021,82.86307228,156.8018544,63.74970887,196.2863552,131.1860369,79.70970799
10-12-2021,82.31289995,158.2610262,63.74305755,,132.084928,77.85100337
13-12-2021,82.1711799,155.2228324,64.22890252,202.2275541,131.1021636,77.62802143
14-12-2021,81.77667697,160.9694711,65.02610985,201.7420294,133.7926026,78.19582702
15-12-2021,80.40253824,161.2913941,64.10133738,203.8845599,132.7647182,77.45335352
16-12-2021,81.42675382,162.2621411,64.33839126,202.600296,135.2550919,76.53545203
17-12-2021,82.77257228,160.4243119,65.66341903,209.9046621,132.3686121,76.85181397
20-12-2021,83.26542325,159.7940091,67.50779598,201.6837492,131.7191973,77.00293528
21-12-2021,82.86172835,158.8989459,67.60224249,203.8809218,,77.07139648
22-12-2021,82.05149303,157.7346099,67.41504152,198.6475149,131.8244994,78.12575844
23-12-2021,81.25113807,159.3583972,67.74101759,198.1340408,133.6340875,77.72598187
24-12-2021,84.18923167,158.4112282,68.04277372,198.0381199,131.236568,78.16077244
27-12-2021,85.44092135,160.9557114,69.51259092,202.6750841,129.1604389,77.62935406
28-12-2021,84.4325774,167.5142922,68.52927448,,126.5477013,76.70246405
29-12-2021,84.70871139,166.9056929,68.2964054,204.8319977,129.1549336,76.43620069
30-12-2021,84.31583024,167.4205523,,201.3739727,129.8348147,75.92549391
31-12-2021,85.52112582,168.9586535,65.48594331,208.0931664,126.2761359,75.05082501
03-01-2022,86.65748587,176.5597013,66.08280514,205.5630373,124.8394454,77.21477936
04-01-2022,88.97906083,176.1419267,67.40092225,205.8787539,128.4902545,76.70110138
05-01-2022,87.06032424,172.4384682,66.28646199,204.0856598,127.5583171,75.40694925
06-01-2022,87.26216337,166.9275912,67.54606185,210.567234,126.4447708,75.43726053
07-01-2022,83.4214349,166.6355349,69.40286705,216.2301231,123.9370653,75.61119611
10-01-2022,80.77418017,,72.73889977,,120.7240207,73.34497501
11-01-2022,82.53526092,172.9453268,72.84391083,212.203259,124.2591937,72.77580651
12-01-2022,80.54887697,180.5456791,71.6569839,208.3463488,129.4218575,72.13777315
13-01-2022,78.83135583,175.8227267,69.83963393,202.9263408,126.1953887,71.8056792
14-01-2022,78.79139213,172.6457854,67.8949612,191.4602776,130.5899612,73.08656394
17-01-2022,80.13628443,172.9123942,69.99593801,197.4401474,128.9595801,73.3143599
18-01-2022,77.9869756,178.9004646,67.32367624,195.7627772,130.6413677,75.54300161
19-01-2022,71.17713567,179.1017864,69.35306176,194.0474354,135.2079818,75.49831725
20-01-2022,69.60728259,176.150007,67.82652973,201.2470912,134.6770316,78.82795778
21-01-2022,71.68441276,175.8378612,66.64430281,198.7919341,133.5324724,
24-01-2022,72.2778433,173.022324,66.37180182,194.5553254,136.1666707,76.37424089
25-01-2022,74.64833034,175.5764674,65.18431978,193.4038224,132.3473561,77.39632427
26-01-2022,72.51373121,172.4115536,66.68352614,187.8692381,136.1029154,80.01247858
27-01-2022,69.52000858,170.1597034,,189.4302237,136.5480039,77.23043809
28-01-2022,70.30306207,175.0515133,68.52026528,187.6038224,134.5347725,76.8269271
31-01-2022,70.70382948,171.6364117,67.75928291,185.1683899,132.4623733,75.63076653
01-02-2022,71.22271485,165.3797151,67.46229261,182.363537,127.8412164,75.87817559
02-02-2022,72.86261188,165.7228521,68.35457716,181.8245548,126.0892415,75.87441568
03-02-2022,73.60887972,164.1796683,68.07178697,182.1494803,125.2191067,78.40365375
07-02-2022,74.33322347,166.2295151,70.4121927,179.7270057,121.8591853,78.16764936
08-02-2022,75.63964291,167.4989763,72.40947665,178.0610894,121.6841194,80.8307901
09-02-2022,76.56701638,167.3150688,70.24178609,,123.0862766,80.16979564
10-02-2022,78.18534819,167.0095371,71.13555692,176.7813359,122.3924635,82.00264126
15-02-2022,80.13318139,163.8870498,73.81797071,176.8656428,,82.44681478
16-02-2022,83.17761884,164.1793713,72.88273218,173.8205876,121.8363732,85.98766926
17-02-2022,81.80271084,167.747337,72.32469667,178.1339147,,82.78674632
18-02-2022,82.76095211,163.6146854,71.34824637,178.5116841,125.1988109,80.35311045
21-02-2022,81.96991596,163.5435237,70.42236799,176.2095673,129.9978603,84.00841822
22-02-2022,80.23715598,167.7400046,67.46383355,177.6737993,137.8049381,82.44320467
23-02-2022,78.82991598,169.8091785,65.20326393,177.2901633,136.1435494,81.03795333
24-02-2022,79.78169955,175.3172487,65.30999144,169.5522173,134.6423493,79.23947077
25-02-2022,80.59198753,172.7745248,67.76172521,170.9465838,133.7730912,81.49075517
28-02-2022,81.37455997,164.8149387,66.70233702,166.5382723,135.7251825,78.91267776
01-03-2022,80.89096388,165.5922546,65.61049096,170.3787605,140.1836529,78.93329451
02-03-2022,80.87360215,167.0435499,68.38174864,169.2979218,137.8537708,78.38545438
03-03-2022,,172.7080884,66.46661953,172.5487394,139.1263137,80.39313237
04-03-2022,79.4059805,177.7863354,63.68624912,169.7783894,138.6117992,79.23610906
07-03-2022,79.43107696,180.1186415,62.34801723,170.0242678,140.7121461,80.03495281
08-03-2022,79.58588048,183.5111321,61.29623037,175.1175296,145.9799082,77.66748655
09-03-2022,81.0608143,182.5760444,58.60003433,173.8872566,145.0590369,82.05946842
10-03-2022,78.30019016,176.9567435,58.39487311,171.2667013,138.9597843,81.54333011
11-03-2022,81.20343152,177.4244456,59.76196476,174.0199874,141.5024068,81.53673221
14-03-2022,81.61275858,181.729532,57.82275657,176.733227,138.5142112,84.88535276
16-03-2022,82.1321841,,57.93201009,174.2556519,137.9770679,83.61488902
17-03-2022,81.28338954,188.4508293,58.48806423,165.5539301,140.6504799,87.0752543
18-03-2022,82.35231154,186.3790212,58.34859319,162.9794713,141.654003,86.15340779
21-03-2022,82.42633401,185.0857985,58.60196115,165.6904699,141.2512806,87.57428896
22-03-2022,84.89290485,187.2671526,58.87347467,162.4303683,139.1753045,86.29421199
23-03-2022,81.80812113,184.6524004,,162.3372233,129.0437119,83.34287131
24-03-2022,82.14260556,182.2162948,59.80250393,159.6201651,131.2578465,84.18170554
25-03-2022,82.95686949,183.5190604,61.65003775,151.861958,130.3884218,85.50315502
28-03-2022,82.54546067,186.9550177,63.46549481,149.2519021,135.2823435,82.66469451
29-03-2022,81.68561386,185.9663591,65.05479097,151.7187824,136.5879129,82.00532305
30-03-2022,80.91989848,180.5027164,62.47377553,142.6829713,134.6991569,84.44243711
31-03-2022,81.24891731,177.1282005,63.90139872,143.539666,138.2514097,85.68399205
01-04-2022,77.5481126,177.9769638,64.92957451,139.2404046,142.1885658,84.81169688
04-04-2022,79.39572539,178.7757287,62.41595002,141.3166255,141.3673138,83.51932415
05-04-2022,78.41889623,179.800284,62.06187939,143.797859,145.5434628,87.56216959
06-04-2022,78.64592422,182.08957,62.47271887,143.136576,143.4792633,84.36848815
07-04-2022,79.34410787,182.0613942,65.05333741,142.4864921,144.0088731,84.21831525
08-04-2022,78.27731565,183.2131876,66.21246405,139.5713513,146.0228674,81.10919218
11-04-2022,77.99739909,182.9519859,64.76147463,134.8343576,148.843962,83.75094826
13-04-2022,74.00541374,188.1511771,67.4869426,140.5179389,151.1120532,83.71090775
18-04-2022,75.33773987,194.8321528,67.54056058,137.4368322,149.8100068,84.05867234
19-04-2022,77.34938749,188.9822624,67.08830706,142.7824245,153.8612351,89.85219002
20-04-2022,74.03691244,187.7196155,66.51953542,139.6715523,153.3364632,88.49211387
21-04-2022,73.26231442,187.8168753,63.79962606,141.4635048,151.1091462,92.33394571
22-04-2022,70.9877588,186.5072531,63.60540484,137.397111,,91.40430004
25-04-2022,70.6510278,194.8111276,64.37739199,139.1537159,156.1499701,90.84327768
26-04-2022,71.77550308,195.8434088,63.73782944,137.9793026,153.2066079,96.80753688
27-04-2022,73.52558526,191.8414867,64.3886763,136.8598897,158.1078222,96.38862556
28-04-2022,75.56565039,194.6444938,62.97793477,138.9060243,153.5722357,93.0478647
29-04-2022,78.0187831,195.904693,62.73715767,137.2351885,155.3993822,93.67574888
02-05-2022,77.56156811,197.3357421,63.21480753,132.2942122,156.506927,93.24311486
04-05-2022,75.3143019,206.195506,63.49557748,134.772432,162.8033059,94.07087092
05-05-2022,75.07595039,207.9419055,60.92803048,130.871105,160.0909951,93.72845814
06-05-2022,76.2420066,206.3009241,60.24105788,132.5217734,156.3181938,98.89182913
09-05-2022,73.87991529,196.1546504,62.7492891,135.7055975,155.815981,100.2385772
10-05-2022,76.92402075,195.2847094,61.95794828,134.3909703,162.2543045,97.51468252
11-05-2022,78.62767346,201.6020229,61.96384597,,158.6191652,97.78905666
12-05-2022,78.19803776,201.0820453,,139.94764,148.3072673,95.80484379
